Delta_T_C,Rload_ohm,Material,Seebeck_V_per_K
217.07,3.11,Bi2Te3,0.00022
122.41,7.99,Bi2Te3,0.00022
164.45,10.49,Bi2Te3,0.00022
255.15,6.74,Bi2Te3,0.00022
248.4,8.79,Bi2Te3,0.00022
65.83,7.77,PbTe,0.00018
260.56,11.18,PbTe,0.00018
56.66,5.94,Skutterudite,0.0002
93.83,5.77,PbTe,0.00018
261.73,12.67,Skutterudite,0.0002
202.67,5.47,PbTe,0.00018
51.64,11.66,PbTe,0.00018
169.51,4.32,Bi2Te3,0.00022
121.14,18.92,PbTe,0.00018
183.28,16.82,PbTe,0.00018
108.38,2.21,Skutterudite,0.0002
54.98,4,Bi2Te3,0.00022
157.39,17.6,PbTe,0.00018
91.22,8.22,Skutterudite,0.0002
209.31,6.77,Skutterudite,0.0002
148.76,15.86,Bi2Te3,0.00022
91.78,2.55,PbTe,0.00018
161.85,17.71,Bi2Te3,0.00022
268.6,15.92,Bi2Te3,0.00022
73.08,3.02,Bi2Te3,0.00022
62.87,2,Skutterudite,0.0002
213.67,3.36,PbTe,0.00018
218.68,12.96,PbTe,0.00018
256.38,13.24,PbTe,0.00018
226.86,11.47,Skutterudite,0.0002
273.21,13.36,Skutterudite,0.0002
94.21,10.05,Skutterudite,0.0002
122.25,19.17,Skutterudite,0.0002
116.93,18.11,PbTe,0.00018
299.46,12.23,Bi2Te3,0.00022
197.52,10.2,Bi2Te3,0.00022
260.16,1.9,Bi2Te3,0.00022
252.51,11.37,PbTe,0.00018
296.17,7.31,Skutterudite,0.0002
291.13,13.59,PbTe,0.00018
268.43,2.32,PbTe,0.00018
199.4,18.71,Skutterudite,0.0002
179.8,5.4,Skutterudite,0.0002
289.67,3.08,PbTe,0.00018
115.66,17.02,Bi2Te3,0.00022
280.44,9.08,Bi2Te3,0.00022
53.99,7.31,Bi2Te3,0.00022
271.67,16.28,Skutterudite,0.0002
259.2,1.84,Skutterudite,0.0002
293.16,18.33,Skutterudite,0.0002
59.2,5.77,PbTe,0.00018
115.11,14.85,Bi2Te3,0.00022
61.55,2.26,Skutterudite,0.0002
163.13,13.58,PbTe,0.00018
123.64,10.99,Skutterudite,0.0002
172.28,18.86,Bi2Te3,0.00022
272.8,2.93,Skutterudite,0.0002
253.44,3.76,PbTe,0.00018
70.59,14.9,Skutterudite,0.0002
114.61,2.1,Bi2Te3,0.00022
153.26,10.35,Bi2Te3,0.00022
190.65,12.19,Skutterudite,0.0002
150.11,4.22,PbTe,0.00018
247.98,12.67,Skutterudite,0.0002
276.09,7.22,PbTe,0.00018
67.01,12.11,PbTe,0.00018
123.09,5.54,Bi2Te3,0.00022
231.73,15.39,PbTe,0.00018
98.31,10.47,Skutterudite,0.0002
145.7,1.55,Bi2Te3,0.00022
261.41,11.58,Bi2Te3,0.00022
136.62,1.05,PbTe,0.00018
159.28,3.37,PbTe,0.00018
214.95,3.94,Bi2Te3,0.00022
257.69,8.75,PbTe,0.00018
144.53,2.37,Bi2Te3,0.00022
120.9,17.7,Skutterudite,0.0002
240.47,7.05,Skutterudite,0.0002
112.53,9.84,PbTe,0.00018
159.4,4.98,Skutterudite,0.0002
132.66,19.31,PbTe,0.00018
175.55,10.45,Skutterudite,0.0002
207.49,1.67,Skutterudite,0.0002
111.35,14.27,PbTe,0.00018
291.22,7.52,PbTe,0.00018
85.59,6.94,Bi2Te3,0.00022
224,16.31,PbTe,0.00018
284.89,16.51,Bi2Te3,0.00022
107.62,1.83,PbTe,0.00018
226.86,9.33,Skutterudite,0.0002
143.82,2.25,PbTe,0.00018
181.76,5.88,Skutterudite,0.0002
205.11,8.92,Skutterudite,0.0002
120.66,3.58,PbTe,0.00018
51.14,10.79,PbTe,0.00018
257.92,18.04,PbTe,0.00018
140.17,5.36,Bi2Te3,0.00022
247.34,13.58,PbTe,0.00018
296.5,9,Bi2Te3,0.00022
140,11.18,PbTe,0.00018
111.78,1.35,Bi2Te3,0.00022
126.26,12.57,Bi2Te3,0.00022
247.33,11.27,Skutterudite,0.0002
129.7,19.98,Skutterudite,0.0002
241.82,2.35,Bi2Te3,0.00022
119.71,16.05,Skutterudite,0.0002
96.36,16.08,Bi2Te3,0.00022
167.24,7.3,Bi2Te3,0.00022
63.5,18.44,Bi2Te3,0.00022
132.15,3.78,Bi2Te3,0.00022
95.4,6.74,Bi2Te3,0.00022
129.55,19.11,Skutterudite,0.0002
165.36,6.8,Bi2Te3,0.00022
102.52,10.49,Skutterudite,0.0002
169.77,5.97,PbTe,0.00018
206.02,1.16,Bi2Te3,0.00022
227.85,14.57,Skutterudite,0.0002
125.22,16.07,PbTe,0.00018
152.08,4.73,Skutterudite,0.0002
297.9,6.56,Skutterudite,0.0002
139.23,13.13,Skutterudite,0.0002
270.18,18.7,PbTe,0.00018
255.01,3.74,Skutterudite,0.0002
182.02,2.11,Bi2Te3,0.00022
74.2,18.64,PbTe,0.00018
271.51,10.06,Skutterudite,0.0002
284.21,12.73,PbTe,0.00018
79.45,11.77,Bi2Te3,0.00022
256.77,4.56,PbTe,0.00018
184.46,11.75,Bi2Te3,0.00022
215.92,11.85,Skutterudite,0.0002
74.18,19.72,Skutterudite,0.0002
106.21,13.55,PbTe,0.00018
241.16,6.62,Skutterudite,0.0002
152.39,4.51,Bi2Te3,0.00022
211.58,1.43,PbTe,0.00018
134.93,12.74,Bi2Te3,0.00022
163.01,9.89,Skutterudite,0.0002
202.12,17.08,PbTe,0.00018
248.4,19.57,Skutterudite,0.0002
142.93,14.13,Skutterudite,0.0002
273.44,15.15,PbTe,0.00018
115.71,10.54,Bi2Te3,0.00022
116.82,13,Skutterudite,0.0002
201.41,8.68,PbTe,0.00018
59.02,12.62,Skutterudite,0.0002
190.41,4.12,Bi2Te3,0.00022
58.85,9.12,Bi2Te3,0.00022
128.29,13.23,Bi2Te3,0.00022
266.77,19.28,PbTe,0.00018
283.82,15.6,Skutterudite,0.0002
246.8,15.44,Skutterudite,0.0002
238.11,12.88,PbTe,0.00018
151.02,4.34,PbTe,0.00018
93.71,5.87,Bi2Te3,0.00022
171.84,7.94,PbTe,0.00018
204.13,8.83,Bi2Te3,0.00022
292.48,12.56,Bi2Te3,0.00022
191.15,11.28,PbTe,0.00018
117.16,9.77,Skutterudite,0.0002
273.12,6.91,Skutterudite,0.0002
133.13,11.16,Bi2Te3,0.00022
154.05,6.6,Bi2Te3,0.00022
127.88,1.91,PbTe,0.00018
133.98,4.89,PbTe,0.00018
213.43,9.52,PbTe,0.00018
50.84,14.17,Bi2Te3,0.00022
174.78,8.58,Bi2Te3,0.00022
173.72,18.96,PbTe,0.00018
80.8,7.79,PbTe,0.00018
288.19,2.61,Bi2Te3,0.00022
137.51,7.4,Bi2Te3,0.00022
207.31,5.01,Skutterudite,0.0002
146.95,6.98,Bi2Te3,0.00022
98.13,19.64,Skutterudite,0.0002
275.84,9.75,PbTe,0.00018
263.17,7.29,Bi2Te3,0.00022
275.79,17.85,Skutterudite,0.0002
157.96,10.6,Bi2Te3,0.00022
283.25,19.6,Bi2Te3,0.00022
162.38,18.65,Skutterudite,0.0002
155.68,2.85,PbTe,0.00018
67.55,6.62,PbTe,0.00018
93.76,19.59,Bi2Te3,0.00022
55.47,15.88,Skutterudite,0.0002
280.78,14.92,Bi2Te3,0.00022
144.57,19.54,Bi2Te3,0.00022
56.77,10.6,Skutterudite,0.0002
257.54,11.07,Skutterudite,0.0002
270.83,17.8,PbTe,0.00018
259.95,16.12,Skutterudite,0.0002
188.06,14.98,Skutterudite,0.0002
78.03,6.34,Bi2Te3,0.00022
155.67,9.79,Skutterudite,0.0002
280.22,1,PbTe,0.00018
54.7,19.41,Bi2Te3,0.00022
122.27,6.82,Skutterudite,0.0002
235.33,16.06,Bi2Te3,0.00022
136,18.33,PbTe,0.00018
114.85,13.22,PbTe,0.00018
66.29,14.47,PbTe,0.00018
148.01,11.6,Skutterudite,0.0002
260.68,8.81,Bi2Te3,0.00022
229.85,17.35,Bi2Te3,0.00022
237.08,10.07,Skutterudite,0.0002
83.36,18.34,Skutterudite,0.0002
160.63,4.11,Bi2Te3,0.00022
69.2,9.47,PbTe,0.00018
196.38,18.82,PbTe,0.00018
252.95,16.68,Bi2Te3,0.00022
218.19,12.35,PbTe,0.00018
193.92,10.01,Skutterudite,0.0002
192.68,2.91,Skutterudite,0.0002
242.31,11.94,PbTe,0.00018
127.48,11.68,Bi2Te3,0.00022
173.67,10.46,Skutterudite,0.0002
80.53,9.62,PbTe,0.00018
100.55,5.1,Skutterudite,0.0002
106.01,3.07,Bi2Te3,0.00022
54.85,10.11,PbTe,0.00018
172.34,7.34,PbTe,0.00018
186.55,13.16,PbTe,0.00018
278.81,6.11,Skutterudite,0.0002
268.04,9.49,Bi2Te3,0.00022
63.77,4.26,Skutterudite,0.0002
119.51,17.27,PbTe,0.00018
74.35,4.04,Skutterudite,0.0002
124.09,12.01,Skutterudite,0.0002
61.75,1.41,Bi2Te3,0.00022
103.48,12.87,PbTe,0.00018
75.22,15.15,PbTe,0.00018
139.5,17.64,Skutterudite,0.0002
278.39,10.75,PbTe,0.00018
116.18,9.62,Skutterudite,0.0002
146.02,18.34,PbTe,0.00018
213.19,10.56,Skutterudite,0.0002
106.77,15.08,PbTe,0.00018
232.53,16.13,Bi2Te3,0.00022
225.39,13.58,PbTe,0.00018
72.96,15.85,Skutterudite,0.0002
200.47,19.23,PbTe,0.00018
202.93,1.83,PbTe,0.00018
77.61,19.8,Skutterudite,0.0002
52.77,9.06,Bi2Te3,0.00022
73.48,12.37,Bi2Te3,0.00022
283.85,2.26,PbTe,0.00018
264.68,17.93,PbTe,0.00018
175.65,12.44,PbTe,0.00018
71.04,11.04,Skutterudite,0.0002
167.56,16.42,Bi2Te3,0.00022
114.01,10.16,Bi2Te3,0.00022
158.94,11.85,PbTe,0.00018
204.62,13.98,PbTe,0.00018
217.79,2.79,PbTe,0.00018
199.55,17.93,Skutterudite,0.0002
187.77,5.2,Bi2Te3,0.00022
77.05,6.8,PbTe,0.00018
164.88,18.19,Skutterudite,0.0002
79.86,16.83,Bi2Te3,0.00022
106.27,2.25,Skutterudite,0.0002
124.06,11.25,PbTe,0.00018
177,12.52,Skutterudite,0.0002
276.58,12.89,PbTe,0.00018
299.3,16.77,Bi2Te3,0.00022
180.47,4.04,Skutterudite,0.0002
52.2,11.64,PbTe,0.00018
86.4,12.95,Skutterudite,0.0002
202.89,7.59,Bi2Te3,0.00022
115.92,12.5,PbTe,0.00018
65.09,18.03,PbTe,0.00018
146.87,18.19,PbTe,0.00018
94.38,9.18,Skutterudite,0.0002
72.96,2.23,Skutterudite,0.0002
246.56,3.11,Skutterudite,0.0002
200.24,7.48,Bi2Te3,0.00022
274.15,1.23,Skutterudite,0.0002
170.32,4.16,Bi2Te3,0.00022
71.65,14.69,Bi2Te3,0.00022
73.97,15.93,Bi2Te3,0.00022
265.73,1.63,PbTe,0.00018
221.64,16.58,Bi2Te3,0.00022
238.27,8.85,PbTe,0.00018
285.65,18.96,PbTe,0.00018
260.87,10.05,PbTe,0.00018
165.02,8.88,Skutterudite,0.0002
165.37,11.65,Skutterudite,0.0002
92.89,13.62,Skutterudite,0.0002
245.12,8.52,Bi2Te3,0.00022
95.9,19.67,Bi2Te3,0.00022
184.84,18.36,PbTe,0.00018
125.26,5.44,Bi2Te3,0.00022
200.39,16.89,Skutterudite,0.0002
236.67,2.07,PbTe,0.00018
101.67,17.86,PbTe,0.00018
217.44,16.81,Skutterudite,0.0002
185.05,16.72,Bi2Te3,0.00022
232.31,7.35,PbTe,0.00018
97.76,16.14,PbTe,0.00018
257.06,2.64,Skutterudite,0.0002
79.02,6.82,PbTe,0.00018
195.06,2.65,PbTe,0.00018
199.44,11.02,Skutterudite,0.0002
198.56,6.25,PbTe,0.00018
84.26,16.42,Bi2Te3,0.00022
273.77,13.61,PbTe,0.00018
151.37,6.84,Skutterudite,0.0002
239.93,13.08,Bi2Te3,0.00022
95.87,8.68,Skutterudite,0.0002
267.14,1.34,PbTe,0.00018
235.54,16.51,Skutterudite,0.0002
91.19,14.45,Bi2Te3,0.00022
93.95,5.12,Skutterudite,0.0002
187.43,3.32,Bi2Te3,0.00022
100.6,6.22,Skutterudite,0.0002
189.5,2.86,Skutterudite,0.0002
286.35,10.2,PbTe,0.00018
135.87,4.48,Skutterudite,0.0002
75.18,9.19,Bi2Te3,0.00022
144.39,10.37,PbTe,0.00018
241.9,14.41,Skutterudite,0.0002
131.99,1.15,PbTe,0.00018
127.83,1.49,Bi2Te3,0.00022
148.24,12.07,PbTe,0.00018
269.42,13.81,PbTe,0.00018
167.68,3.15,Skutterudite,0.0002
291.29,6,Skutterudite,0.0002
50.05,1.26,Bi2Te3,0.00022
260.68,4.4,Skutterudite,0.0002
186.31,19.02,PbTe,0.00018
210.13,11.81,Bi2Te3,0.00022
111.16,19.27,Skutterudite,0.0002
190.18,1.34,Skutterudite,0.0002
217.57,15.89,PbTe,0.00018
111.85,12.95,Skutterudite,0.0002
276.83,15.07,PbTe,0.00018
250.98,18.53,Skutterudite,0.0002
52.95,6.19,Bi2Te3,0.00022
272.92,3.36,Skutterudite,0.0002
176.26,11.63,Skutterudite,0.0002
295.47,16.2,PbTe,0.00018
83.25,13.43,Skutterudite,0.0002
192.04,10.71,Skutterudite,0.0002
237.81,13.42,Skutterudite,0.0002
154.96,10.66,Bi2Te3,0.00022
204.62,6.81,PbTe,0.00018
206.05,8.28,Bi2Te3,0.00022
78.87,11.56,PbTe,0.00018
96.07,16.94,Skutterudite,0.0002
234.16,10.3,Bi2Te3,0.00022
72.71,15.95,Skutterudite,0.0002
146.6,17.14,PbTe,0.00018
167.98,6.64,Skutterudite,0.0002
285.27,8.88,Skutterudite,0.0002
232.96,17.93,Bi2Te3,0.00022
197.69,19.52,PbTe,0.00018
270.76,2.08,Skutterudite,0.0002
229.45,9.43,Skutterudite,0.0002
174.65,7.3,PbTe,0.00018
276.82,5.94,Skutterudite,0.0002
151.72,14.21,PbTe,0.00018
260.01,18.99,Skutterudite,0.0002
169.93,16.18,Skutterudite,0.0002
73.02,3.76,Bi2Te3,0.00022
285.75,18.13,PbTe,0.00018
161.15,12.61,PbTe,0.00018
196.24,10.14,PbTe,0.00018
62.61,11.64,Skutterudite,0.0002
298.88,12.8,PbTe,0.00018
90.33,3.14,PbTe,0.00018
273.84,2.38,Skutterudite,0.0002
186.61,7.81,Bi2Te3,0.00022
140.51,10.5,Bi2Te3,0.00022
55.56,19.31,Bi2Te3,0.00022
237.37,1.66,PbTe,0.00018
202.82,19.82,Bi2Te3,0.00022
244.07,10.77,PbTe,0.00018
257.31,13.06,Skutterudite,0.0002
234.8,5.34,Skutterudite,0.0002
275.96,2.04,PbTe,0.00018
149.5,6.6,Bi2Te3,0.00022
215.47,7.12,Bi2Te3,0.00022
115.64,7.33,PbTe,0.00018
251.45,3.64,PbTe,0.00018
115.94,15.47,PbTe,0.00018
166.02,7.06,Bi2Te3,0.00022
133.54,9.23,Bi2Te3,0.00022
276.83,4.33,Bi2Te3,0.00022
227.35,1.29,PbTe,0.00018
204.58,15.57,PbTe,0.00018
190.39,12.5,Bi2Te3,0.00022
84.59,10.82,PbTe,0.00018
129.64,15.42,Bi2Te3,0.00022
186.11,8.08,Bi2Te3,0.00022
142.42,14.21,Bi2Te3,0.00022
172.86,7.17,Skutterudite,0.0002
70.22,13.69,Bi2Te3,0.00022
270.53,17.82,PbTe,0.00018
170.72,15.28,PbTe,0.00018
192.33,12.94,Skutterudite,0.0002
204.49,18.17,Bi2Te3,0.00022
64.91,9.98,Bi2Te3,0.00022
186.92,19.63,PbTe,0.00018
67.25,2.39,Bi2Te3,0.00022
185.25,13.18,Bi2Te3,0.00022
145.81,5.26,PbTe,0.00018
100.75,15.6,Bi2Te3,0.00022
204.57,1.8,Bi2Te3,0.00022
162.89,8.92,PbTe,0.00018
160.14,18.33,Bi2Te3,0.00022
287.88,9.07,Skutterudite,0.0002
103,3.22,Skutterudite,0.0002
199.18,9.06,Skutterudite,0.0002
174.34,1.88,Skutterudite,0.0002
234.56,15.61,Skutterudite,0.0002
259.38,7.28,Skutterudite,0.0002
273.84,18.38,Skutterudite,0.0002
175.36,6.3,Skutterudite,0.0002
109.48,15.32,PbTe,0.00018
176.9,5.49,PbTe,0.00018
165.04,3.8,Bi2Te3,0.00022
87.9,19.31,PbTe,0.00018
128.48,12.13,Skutterudite,0.0002
156.32,2.33,Bi2Te3,0.00022
193.08,4.88,Bi2Te3,0.00022
130.65,2.93,Bi2Te3,0.00022
165.58,9.77,Bi2Te3,0.00022
104.3,10.93,Bi2Te3,0.00022
53.39,18.19,PbTe,0.00018
124.45,10.23,Bi2Te3,0.00022
193.79,1.42,Bi2Te3,0.00022
79.92,6.79,Skutterudite,0.0002
110.25,2.65,PbTe,0.00018
73.1,15.92,Skutterudite,0.0002
177.59,11.1,Bi2Te3,0.00022
152.21,2.68,Bi2Te3,0.00022
239.39,3.04,Bi2Te3,0.00022
192.57,2.06,PbTe,0.00018
134.09,14.52,Skutterudite,0.0002
70.91,1.09,Skutterudite,0.0002
67.6,15.31,Bi2Te3,0.00022
236.84,1.48,Skutterudite,0.0002
102.56,1.8,Skutterudite,0.0002
278.16,7.16,PbTe,0.00018
161.2,12.54,Bi2Te3,0.00022
91.18,12.57,PbTe,0.00018
193.63,14.28,Bi2Te3,0.00022
158.64,15.73,Skutterudite,0.0002
278.3,15.53,Bi2Te3,0.00022
193.24,15.59,PbTe,0.00018
162.77,14.58,Skutterudite,0.0002
85.34,8.55,Skutterudite,0.0002
117.43,12.51,PbTe,0.00018
294.36,9.89,Skutterudite,0.0002
247.95,1.25,Bi2Te3,0.00022
189.73,7.76,Skutterudite,0.0002
60.14,16.37,Bi2Te3,0.00022
287.88,10.98,Skutterudite,0.0002
280.54,2.49,PbTe,0.00018
171.1,6.9,PbTe,0.00018
81.02,11.23,Skutterudite,0.0002
166.79,13.95,Bi2Te3,0.00022
95.35,6.85,Skutterudite,0.0002
257.92,9.74,Bi2Te3,0.00022
200.73,5.62,Skutterudite,0.0002
110.07,12.46,PbTe,0.00018
66.18,19.68,Bi2Te3,0.00022
257.14,14.18,PbTe,0.00018
187.92,2.39,PbTe,0.00018
157.26,10.61,Bi2Te3,0.00022
285.74,17.2,PbTe,0.00018
155.31,6.34,Skutterudite,0.0002
152.17,1.02,Bi2Te3,0.00022
267.5,10.34,PbTe,0.00018
155.34,12.64,PbTe,0.00018
214.81,3.23,PbTe,0.00018
188.7,6.36,Skutterudite,0.0002
238.74,13.55,Bi2Te3,0.00022
283.91,5.19,Skutterudite,0.0002
241.52,2.77,Skutterudite,0.0002
253.48,15.47,Skutterudite,0.0002
88.68,14.17,Bi2Te3,0.00022
218.44,2.88,Bi2Te3,0.00022
265.23,13.09,Skutterudite,0.0002
88.62,4.33,PbTe,0.00018
214.06,17.54,Skutterudite,0.0002
173.13,13.4,Bi2Te3,0.00022
145.37,11.39,Bi2Te3,0.00022
83.79,13.18,Bi2Te3,0.00022
228.04,5.52,Bi2Te3,0.00022
113.46,9.35,PbTe,0.00018
138.52,19.21,PbTe,0.00018
85.07,6.39,Bi2Te3,0.00022
287.2,14.94,Bi2Te3,0.00022
102.63,2.57,Skutterudite,0.0002
246.89,5.52,Skutterudite,0.0002
155.04,12.56,Skutterudite,0.0002
140.84,5.79,Skutterudite,0.0002
131.51,10.97,PbTe,0.00018
168.88,1.58,Bi2Te3,0.00022
266.67,19.9,Bi2Te3,0.00022
288.79,11.82,Skutterudite,0.0002
268.14,5.05,PbTe,0.00018
209.06,2.49,Skutterudite,0.0002
169.24,15.08,PbTe,0.00018
169.13,3.02,Skutterudite,0.0002
207.27,12.25,Skutterudite,0.0002
106.7,17.54,Bi2Te3,0.00022
257.43,4.09,PbTe,0.00018
130.97,18.57,PbTe,0.00018
182.25,12.96,Skutterudite,0.0002
184.92,16.97,Bi2Te3,0.00022
252.51,1.13,Skutterudite,0.0002
165.49,10.46,Skutterudite,0.0002
233.48,2.58,Bi2Te3,0.00022
250.29,13.62,PbTe,0.00018
82.95,6.1,PbTe,0.00018
175.79,15.09,Bi2Te3,0.00022
223.31,9.54,Bi2Te3,0.00022
133.89,6.4,PbTe,0.00018
245.1,6.83,Skutterudite,0.0002
239.42,9.6,PbTe,0.00018
242.43,14.8,Bi2Te3,0.00022
140.13,9.6,Bi2Te3,0.00022
75.06,10.72,Bi2Te3,0.00022
237.55,13.72,Bi2Te3,0.00022
259.95,8.97,Bi2Te3,0.00022
80.54,16.4,Bi2Te3,0.00022
197.01,16.01,Skutterudite,0.0002
113.87,7.08,PbTe,0.00018
112.83,19.25,Bi2Te3,0.00022
69.73,4.54,PbTe,0.00018
119.53,18.16,Bi2Te3,0.00022
250.67,1.51,PbTe,0.00018
200.64,6.16,Bi2Te3,0.00022
53.16,13.3,Skutterudite,0.0002
299.63,7.84,Bi2Te3,0.00022
83.21,1.1,PbTe,0.00018
130.54,15.49,Skutterudite,0.0002
186.68,16.66,PbTe,0.00018
192.05,17.83,PbTe,0.00018
173.29,9.9,Bi2Te3,0.00022
80.53,14.17,Bi2Te3,0.00022
266.97,11.6,PbTe,0.00018
155.56,15.06,PbTe,0.00018
177,13.59,Skutterudite,0.0002
130.78,15.65,PbTe,0.00018
105.16,9.27,Bi2Te3,0.00022
243.86,19.4,Bi2Te3,0.00022
109.02,16.95,Skutterudite,0.0002
81.13,16.88,PbTe,0.00018
113.89,14.89,Skutterudite,0.0002
164.98,8.9,Bi2Te3,0.00022
85.45,14.86,PbTe,0.00018
227.83,4.26,PbTe,0.00018
124.44,16.41,Skutterudite,0.0002
262.84,3.72,Bi2Te3,0.00022
227.88,10.29,Bi2Te3,0.00022
179.27,4.44,PbTe,0.00018
51.56,8.23,Skutterudite,0.0002
187.85,6.85,Skutterudite,0.0002
252.57,17.2,PbTe,0.00018
209.32,1.39,Bi2Te3,0.00022
170.44,12.95,Skutterudite,0.0002
66.93,2.75,Skutterudite,0.0002
184.5,11.75,PbTe,0.00018
164.14,3.06,PbTe,0.00018
271.23,6.68,Bi2Te3,0.00022
245.09,14.62,Bi2Te3,0.00022
127.96,3.46,PbTe,0.00018
232.5,17.34,Bi2Te3,0.00022
249.94,1.28,PbTe,0.00018
173.34,7.21,Bi2Te3,0.00022
167,10.6,Skutterudite,0.0002
212.56,8.49,PbTe,0.00018
52.02,2.06,Bi2Te3,0.00022
205.88,8.07,PbTe,0.00018
260.77,13.97,Skutterudite,0.0002
214.18,16.42,PbTe,0.00018
176.21,11,Bi2Te3,0.00022
200.56,6.89,Skutterudite,0.0002
227.23,15.22,Bi2Te3,0.00022
173.52,1.87,PbTe,0.00018
274.89,14.09,Bi2Te3,0.00022
69.43,1.09,PbTe,0.00018
294.22,14.35,Bi2Te3,0.00022
59.53,18.26,Bi2Te3,0.00022
141.1,1.12,Skutterudite,0.0002
148.48,8.37,Bi2Te3,0.00022
208.34,14.87,Bi2Te3,0.00022
235.25,19.77,Skutterudite,0.0002
241.14,1.45,PbTe,0.00018
175.93,4.36,Bi2Te3,0.00022
288.25,7.38,PbTe,0.00018
286.67,5.62,Skutterudite,0.0002
213.29,18.43,Skutterudite,0.0002
208.51,19.51,Bi2Te3,0.00022
203.76,11.07,PbTe,0.00018
140.86,13.41,Bi2Te3,0.00022
50.28,16.2,Bi2Te3,0.00022
175.72,3.95,Skutterudite,0.0002
74.67,8.14,Bi2Te3,0.00022
226.84,10.21,Bi2Te3,0.00022
52.06,18.28,Skutterudite,0.0002
228.23,2.36,Skutterudite,0.0002
95.29,2.78,PbTe,0.00018
240.06,15.98,Bi2Te3,0.00022
157.17,3.09,Skutterudite,0.0002
185.86,12.75,Skutterudite,0.0002
287.16,8.78,PbTe,0.00018
137.55,11.61,PbTe,0.00018
224.78,7.5,Skutterudite,0.0002
173.39,15.49,Skutterudite,0.0002
261.7,10.42,Bi2Te3,0.00022
102.78,19.13,PbTe,0.00018
134.26,9.82,Bi2Te3,0.00022
222.59,18.26,PbTe,0.00018
79.55,19.17,Skutterudite,0.0002
278.38,15.92,Bi2Te3,0.00022
229.76,1.15,Skutterudite,0.0002
148.46,19.28,Bi2Te3,0.00022
163,15.53,Bi2Te3,0.00022
187.66,2.51,Bi2Te3,0.00022
193.9,14.08,Skutterudite,0.0002
273.17,3.9,Bi2Te3,0.00022
189.15,11.68,Bi2Te3,0.00022
271.21,17.08,Skutterudite,0.0002
74.87,8.13,Bi2Te3,0.00022
168.65,17.78,PbTe,0.00018
55.79,11.17,PbTe,0.00018
236.99,10.1,Skutterudite,0.0002
60.96,14.68,Skutterudite,0.0002
142.11,14.28,Bi2Te3,0.00022
139.99,17.41,Bi2Te3,0.00022
181.58,10.3,Skutterudite,0.0002
277.18,16.56,Bi2Te3,0.00022
247.43,13.19,PbTe,0.00018
62.36,13.77,Bi2Te3,0.00022
108.58,17.76,PbTe,0.00018
178.72,2.73,Skutterudite,0.0002
293.14,10.64,Skutterudite,0.0002
112.62,4.77,Skutterudite,0.0002
228.07,17.72,PbTe,0.00018
128.75,10.41,Skutterudite,0.0002
285.61,18.75,PbTe,0.00018
210.56,10.11,Bi2Te3,0.00022
193.49,18.56,Bi2Te3,0.00022
124.92,10.43,Bi2Te3,0.00022
69.47,3.46,PbTe,0.00018
137.77,8.71,PbTe,0.00018
215.02,14.38,Bi2Te3,0.00022
69.73,3.41,Skutterudite,0.0002
245.01,5.83,Bi2Te3,0.00022
82.23,11.5,PbTe,0.00018
275.96,6.46,Bi2Te3,0.00022
151.75,18.76,Skutterudite,0.0002
266.86,7.67,Bi2Te3,0.00022
280.63,13.2,PbTe,0.00018
296.03,6.01,Skutterudite,0.0002
272.55,3.53,Skutterudite,0.0002
130.24,6.52,Skutterudite,0.0002
267.36,15.36,Skutterudite,0.0002
285.51,8.79,PbTe,0.00018
290.93,7.73,PbTe,0.00018
129.3,2.94,PbTe,0.00018
255.64,13.27,PbTe,0.00018
168.72,3.66,Skutterudite,0.0002
196.97,14.27,Skutterudite,0.0002
57.13,19.17,Bi2Te3,0.00022
187.54,3.96,Skutterudite,0.0002
108.36,5.85,Skutterudite,0.0002
57.61,14.84,Bi2Te3,0.00022
221.57,1.01,Skutterudite,0.0002
118.78,6.39,PbTe,0.00018
255.48,12.41,Bi2Te3,0.00022
202.36,11.04,Bi2Te3,0.00022
216.08,16.02,Bi2Te3,0.00022
173.4,12,Bi2Te3,0.00022
293.87,14.22,Skutterudite,0.0002
240.9,12.94,PbTe,0.00018
236.92,10.5,Bi2Te3,0.00022
148.65,4.54,Bi2Te3,0.00022
72.59,4.42,Skutterudite,0.0002
60.77,15.69,Skutterudite,0.0002
156.69,5.44,Bi2Te3,0.00022
268.59,1.68,PbTe,0.00018
248.85,14.11,PbTe,0.00018
104.18,2.63,Bi2Te3,0.00022
90.76,15.4,PbTe,0.00018
130.41,11.03,Skutterudite,0.0002
254.03,7.98,Skutterudite,0.0002
65.03,12.87,Bi2Te3,0.00022
229.8,7.92,PbTe,0.00018
65.49,7.68,PbTe,0.00018
183.2,2.56,Bi2Te3,0.00022
255.7,10.09,Bi2Te3,0.00022
85.97,5.11,Skutterudite,0.0002
283.32,11.05,Skutterudite,0.0002
144.29,6.33,Bi2Te3,0.00022
251.68,5.84,Bi2Te3,0.00022
122.13,10.11,PbTe,0.00018
90.97,14.98,Skutterudite,0.0002
166.17,14.06,Skutterudite,0.0002
54.08,4.85,Bi2Te3,0.00022
266.77,14.1,Skutterudite,0.0002
91.28,5.39,Bi2Te3,0.00022
252.48,12.9,PbTe,0.00018
136.77,12.35,Bi2Te3,0.00022
221.37,19.35,Bi2Te3,0.00022
178.04,13.62,PbTe,0.00018
162.57,1.28,PbTe,0.00018
53.64,8.95,Skutterudite,0.0002
